Time Stamp (ms),Left Motor Speed,Right Motor Speed,Left Motor Torque,Right Motor Torque,Left Motor Speed Estimate,Right Motor Speed Estimate
38.984,16767.5,16767.5,1002.1201171875,1002.1201171875,0.0,0.0
43.984,16767.5,16767.5,1002.1201171875,1002.1201171875,0.0,0.0
48.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1092.0,-1092.5
53.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1666.0,-1666.5
58.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1964.5,-1965.0
63.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2115.5,-2116.0
68.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2188.5,-2189.0
73.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2220.0,-2220.5
78.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2229.5,-2230.0
83.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2228.0,-2228.5
88.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2220.0,-2220.5
93.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2209.5,-2210.0
98.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2197.0,-2197.5
103.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2184.5,-2185.0
108.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2172.0,-2172.5
113.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2159.5,-2160.0
118.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2147.0,-2147.5
123.98400000000001,16767.5,16767.5,1002.1201171875,1002.1201171875,2135.0,-2135.5
128.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2123.5,-2124.0
133.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2112.0,-2112.5
138.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2101.0,-2101.5
143.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2090.5,-2091.0
148.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2080.0,-2080.5
153.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2070.0,-2070.5
158.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2060.5,-2061.0
163.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2051.0,-2051.5
168.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2042.0,-2042.5
173.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2033.0,-2033.5
178.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2024.5,-2025.0
183.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2016.0,-2016.5
188.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2008.0,-2008.5
193.984,16767.5,16767.5,1002.1201171875,1002.1201171875,2000.5,-2000.5
198.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1992.5,-1993.0
203.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1985.5,-1986.0
208.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1978.5,-1979.0
213.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1971.5,-1972.0
218.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1964.5,-1965.0
223.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1958.5,-1959.0
228.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1952.0,-1952.5
233.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1946.0,-1946.5
238.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1940.0,-1940.5
243.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1934.5,-1935.0
248.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1929.0,-1929.5
253.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1923.5,-1924.0
258.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1918.5,-1919.0
263.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1913.5,-1914.0
268.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1908.5,-1909.0
273.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1903.5,-1904.0
278.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1899.0,-1899.5
283.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1894.5,-1895.0
288.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1890.5,-1891.0
293.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1886.5,-1886.5
298.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1882.0,-1882.5
303.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1878.5,-1879.0
308.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1874.5,-1875.0
313.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1871.0,-1871.5
318.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1867.5,-1868.0
323.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1864.0,-1864.5
328.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1860.5,-1861.0
333.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1857.5,-1857.5
338.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1854.0,-1854.5
343.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1851.0,-1851.5
348.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1848.0,-1848.5
353.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1845.5,-1846.0
358.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1842.5,-1843.0
363.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1840.0,-1840.5
368.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1837.5,-1837.5
373.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1834.5,-1835.0
378.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1832.5,-1833.0
383.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1830.0,-1830.5
388.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1827.5,-1828.0
393.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1825.5,-1826.0
398.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1823.5,-1823.5
403.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1821.0,-1821.5
408.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1819.0,-1819.5
413.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1817.0,-1817.5
418.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1815.5,-1816.0
423.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1813.5,-1814.0
428.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1811.5,-1812.0
433.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1810.0,-1810.5
438.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1808.0,-1808.5
443.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1806.5,-1807.0
448.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1805.0,-1805.5
453.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1803.5,-1804.0
458.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1802.0,-1802.5
463.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1800.5,-1801.0
468.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1799.0,-1799.5
473.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1798.0,-1798.5
478.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1796.5,-1797.0
483.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1795.5,-1796.0
488.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1794.0,-1794.5
493.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1793.0,-1793.5
498.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1792.0,-1792.0
503.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1790.5,-1791.0
508.98400000000004,16767.5,16767.5,1002.1201171875,1002.1201171875,1789.5,-1790.0
513.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1788.5,-1789.0
518.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1787.5,-1788.0
523.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1786.5,-1787.0
528.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1785.5,-1786.0
533.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1784.5,-1785.0
538.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1784.0,-1784.0
543.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1783.0,-1783.5
548.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1782.0,-1782.5
553.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1781.0,-1781.5
558.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1780.5,-1781.0
563.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1779.5,-1780.0
568.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1779.0,-1779.5
573.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1778.0,-1778.5
578.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1777.5,-1778.0
583.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1777.0,-1777.5
588.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1776.0,-1776.5
593.984,16767.5,16767.5,1002.1201171875,1002.1201171875,1775.5,-1776.0
